image_name,predicted_label,confidence,SCORE,
50308393161.jpg,not_related_to_flood,0.00024348693841602653,TN,
50309273093.jpg,not_related_to_flood,2.125534138031071e-06,TN,
50309391117.jpg,not_related_to_flood,0.07106131315231323,TN,
50309638002.jpg,not_related_to_flood,0.49618107080459595,TN,
50309638187.jpg,related_to_flood,0.6792969107627869,FP,artistic
50311603847.jpg,not_related_to_flood,0.10128309577703476,TN,
50311626413.jpg,not_related_to_flood,0.13143064081668854,TN,
50312355663.jpg,not_related_to_flood,0.03921348229050636,FN,
50312467537.jpg,related_to_flood,0.9733275771141052,TP,
50312713791.jpg,not_related_to_flood,0.0005364016396924853,TN,
50312933051.jpg,related_to_flood,0.9694392085075378,TP,
50312968437.png,not_related_to_flood,0.31610730290412903,TN,
50313406732.jpg,related_to_flood,0.8348320722579956,TP,
50313457547.png,not_related_to_flood,0.007189708761870861,TN,
50313837447.png,related_to_flood,0.5519269704818726,TP,
50314524323.jpg,not_related_to_flood,0.0027012776117771864,TN,artistic
50315667108.png,not_related_to_flood,0.4426939785480499,TN,
50315770291.png,not_related_to_flood,0.07170514017343521,FN,artistic
50318282066.jpg,not_related_to_flood,0.04755072295665741,FN,artistic
50318308483.jpg,not_related_to_flood,0.00220399908721447,TN,artistic
50318719838.jpg,not_related_to_flood,0.005677429027855396,FN,artistic
50319183792.jpg,not_related_to_flood,0.040196724236011505,FN,
50319856567.jpg,related_to_flood,0.9279478788375854,TP,
50319871251.jpg,related_to_flood,0.6236249208450317,TP,
50320044647.jpg,related_to_flood,0.91342693567276,FP,
50320540043.jpg,not_related_to_flood,0.21640950441360474,FN,
50320603528.jpg,not_related_to_flood,0.06706224381923676,TN,
50321212426.jpg,not_related_to_flood,0.11016613245010376,TN,
50321390302.jpg,not_related_to_flood,0.013815566897392273,TN,
50321391382.jpg,not_related_to_flood,0.020145069807767868,TN,*
50321396512.jpg,not_related_to_flood,0.262763649225235,FN,
50321410477.jpg,not_related_to_flood,0.4061902165412903,TN,artificial
50322156118.jpg,related_to_flood,0.9927228093147278,TP,
50322382648.jpg,related_to_flood,0.9493595957756042,TP,
50322700161.jpg,not_related_to_flood,0.3962564468383789,TN,
50323435913.jpg,not_related_to_flood,0.03757429122924805,TN,
50323491613.jpg,related_to_flood,0.6411612629890442,TP,
50324177931.jpg,not_related_to_flood,0.49292850494384766,FN,
50324949268.jpg,related_to_flood,0.8047983050346375,FP,artistic
50325243307.jpg,not_related_to_flood,0.08200720697641373,TN,
50325494413.jpg,related_to_flood,0.9881177544593811,FP,
50325619746.jpg,not_related_to_flood,0.05184528976678848,TN,
50326022908.jpg,not_related_to_flood,0.0006629172712564468,TN,
50328961581.jpg,not_related_to_flood,0.10175967961549759,TN,
50329047787.jpg,not_related_to_flood,0.08887095749378204,TN,
50329973547.jpg,related_to_flood,0.6452322006225586,TP,*
50340249756.jpg,not_related_to_flood,0.0006101365434005857,TN,artistic
50341175072.jpg,not_related_to_flood,0.15450836718082428,FN,artistic
50344015107.jpg,not_related_to_flood,6.297496292972937e-05,TN,artistic
50348170677.jpg,related_to_flood,0.9713686108589172,TP,
50352261223.jpg,not_related_to_flood,0.0060764760710299015,TN,
50355496292.jpg,not_related_to_flood,0.00480656698346138,TN,
50359705528.jpg,not_related_to_flood,0.10110366344451904,TN,
50360403911.jpg,not_related_to_flood,0.009593301452696323,TN,
50363865033.jpg,related_to_flood,0.6877385377883911,FP,
50364550861.jpg,not_related_to_flood,0.06559542566537857,TN,
50364580501.jpg,not_related_to_flood,0.0028559311758726835,TN,
50364593811.jpg,related_to_flood,0.5374432802200317,FP,
50364596291.jpg,related_to_flood,0.554114580154419,FP,
50364603646.jpg,related_to_flood,0.5017459392547607,FP,
50368461493.jpg,related_to_flood,0.5921870470046997,TP,
50372772093.jpg,related_to_flood,0.9423072934150696,TP,
50372774893.jpg,related_to_flood,0.9783375859260559,TP,
50372789093.jpg,related_to_flood,0.9997400641441345,TP,
50372789628.jpg,related_to_flood,0.9782503247261047,TP,
50372999808.jpg,related_to_flood,0.8897571563720703,TP,
50373005783.jpg,related_to_flood,0.9864593744277954,TP,
50373014968.jpg,not_related_to_flood,0.3503199815750122,FN,
50373021068.jpg,related_to_flood,0.9726893305778503,TP,
50373024398.jpg,related_to_flood,0.9346907138824463,TP,
50373154678.jpg,related_to_flood,0.9989204406738281,TP,
50373164848.jpg,related_to_flood,0.8988269567489624,TP,
50373348302.jpg,not_related_to_flood,0.02282674051821232,TN,
50373504651.jpg,related_to_flood,0.7390663027763367,TP,
50373506766.jpg,not_related_to_flood,0.17288029193878174,FN,
50373509796.jpg,related_to_flood,0.8947247266769409,TP,
50373633907.jpg,related_to_flood,0.9911220073699951,TP,
50373638027.jpg,related_to_flood,0.9880427122116089,TP,
50373645087.jpg,related_to_flood,0.9903382658958435,TP,
50373661102.jpg,not_related_to_flood,0.04302005097270012,TN,
50373671682.jpg,related_to_flood,0.8740653395652771,TP,
50373674872.jpg,related_to_flood,0.9996125102043152,TP,
50373697511.jpg,related_to_flood,0.95355623960495,TP,
50373698961.jpg,related_to_flood,0.8580085635185242,TP,
50373701546.jpg,related_to_flood,0.9776676893234253,TP,
50373739391.jpg,related_to_flood,0.9959630370140076,TP,
50373835861.jpg,not_related_to_flood,0.25451189279556274,TN,
50373837236.jpg,not_related_to_flood,0.35737064480781555,TN,
50373850412.jpg,related_to_flood,0.8373735547065735,TP,
50373852091.jpg,related_to_flood,0.9791572093963623,TP,
50373856872.jpg,related_to_flood,0.9784224033355713,TP,
50373862802.jpg,related_to_flood,0.9889750480651855,TP,
50373867796.jpg,related_to_flood,0.9926846027374268,TP,
50373868727.jpg,related_to_flood,0.9735667109489441,TP,
50373892567.jpg,related_to_flood,0.6394184231758118,TP,
50373894862.jpg,related_to_flood,0.9951241612434387,TP,
50373896037.jpg,not_related_to_flood,0.42292696237564087,FN,
50373997607.jpg,related_to_flood,0.9610667824745178,TP,
50377347027.jpg,related_to_flood,0.7818137407302856,FP,artistic
50381985973.jpg,related_to_flood,0.9831437468528748,TP,
50394916423.jpg,related_to_flood,0.929165244102478,FP,
50395421996.jpg,not_related_to_flood,0.06307999044656754,TN,
50395588837.jpg,related_to_flood,0.5849777460098267,TP,
50400125681.jpg,not_related_to_flood,0.43955010175704956,TN,
50401748661.jpg,related_to_flood,0.9343425631523132,TP,
50402187458.jpg,not_related_to_flood,0.2760351598262787,TN,
50402188573.jpg,related_to_flood,0.8925868272781372,TP,
50402291686.jpg,not_related_to_flood,0.39334192872047424,TN,artistic
50402886106.jpg,not_related_to_flood,0.06306485831737518,TN,
50403044332.jpg,not_related_to_flood,0.3563411235809326,TN,*
50410549273.jpg,not_related_to_flood,0.05890695005655289,TN,artistic
50414423122.jpg,not_related_to_flood,0.07851050049066544,TN,
50415636306.jpg,not_related_to_flood,0.01585610955953598,FN,
50417061156.jpg,not_related_to_flood,0.23566468060016632,FN,
50419276177.jpg,not_related_to_flood,0.02420317381620407,TN,
50428121291.jpg,not_related_to_flood,0.001269017462618649,TN,artistic
50442192048.jpg,not_related_to_flood,0.004662393592298031,TN,artistic
50444889916.jpg,not_related_to_flood,0.4078207314014435,TN,
50444892552.jpg,not_related_to_flood,0.11702319234609604,TN,
50446154303.jpg,not_related_to_flood,0.006951464340090752,TN,artistic
50446743378.jpg,not_related_to_flood,0.29526805877685547,TN,
50447434016.jpg,not_related_to_flood,0.025465698912739754,TN,
50447614587.jpg,not_related_to_flood,0.01284328568726778,TN,
50447615957.jpg,not_related_to_flood,0.35502442717552185,FN,
50452064092.jpg,related_to_flood,0.6576773524284363,FP,
50471070426.jpg,not_related_to_flood,0.34950587153434753,FN,
50473377032.jpg,not_related_to_flood,0.02327951230108738,FN,
50478555641.jpg,not_related_to_flood,0.054496150463819504,TN,
50485367276.jpg,not_related_to_flood,0.1955706626176834,FN,
50491900007.jpg,related_to_flood,0.8485789895057678,FP,artistic
50493715632.jpg,not_related_to_flood,0.28818440437316895,FN,
50497464891.jpg,not_related_to_flood,0.10188324004411697,TN,
50499390578.jpg,not_related_to_flood,0.3910592198371887,TN,
50500046262.jpg,not_related_to_flood,0.24968408048152924,TN,
50500648061.jpg,not_related_to_flood,0.009990048594772816,TN,
50501369632.jpg,not_related_to_flood,0.07288633286952972,TN,
50506582492.jpg,not_related_to_flood,0.1251172423362732,TN,
50508793178.jpg,not_related_to_flood,0.05913456529378891,TN,
50514216446.jpg,related_to_flood,0.5260998010635376,FP,*
50514379917.jpg,not_related_to_flood,0.40625444054603577,TN,*
50515807096.jpg,not_related_to_flood,0.026889093220233917,TN,
50517382811.jpg,related_to_flood,0.6440417766571045,TP,
50522344963.jpg,not_related_to_flood,0.007853321731090546,TN,artistic
50524595731.jpg,not_related_to_flood,0.006573248188942671,TN,artistic
50525074487.jpg,related_to_flood,0.8068808317184448,TP,
50528347406.jpg,related_to_flood,0.6710379123687744,TP,
50532607813.jpg,not_related_to_flood,0.14359520375728607,TN,
50539522633.jpg,not_related_to_flood,0.4489424526691437,FN,
50546707296.jpg,not_related_to_flood,0.13723428547382355,FN,
50551159552.jpg,not_related_to_flood,0.002370283240452409,TN,artistic
